Zip_Code,Average Income,Total households
46107,51950.66667,830.8410646
46111,53311,386.8502643
46118,76042,1152.167658
46120,61432.5,1447.03904
46122,53792,473.0525327
46123,94480.66667,3646.26878
46125,76672,179.3560432
46126,55097.5,411.0410715
46128,77737,589.2730822
46131,73304.25,2394.434568
46135,70025,243.3930024
46140,68028.66667,1742.955431
46142,84798,1153.281213
46143,83086.5,638.2953263
46147,71740.5,1149.738588
46151,64018.33333,1478.461034
46158,58048,2647.048938
46163,71263,478.5444305
46164,58043,200.3840154
46167,98203,542.0642684
46168,88826,350.2106959
46173,55638.5,657.2981542
46176,52869,1194.109563
46181,73309,127.2940217
46184,58136,1230.913532
46201,42067.4,1928.696084
46202,23501,528.2945375
46203,38273,2593.219699
46204,38364,101.4199446
46205,37319.25,1143.791433
46208,92431.66667,945.4963179
46217,61811,1885.46474
46218,29361.2,1740.098644
46219,47643.75,3412.54053
46220,135085,165.2160219
46221,60091,637.0627643
46222,62790.5,998.1669452
46224,41493.16667,2442.135227
46225,37063,227.7936784
46226,41945.16667,3559.723046
46227,53351.8,2033.02074
46228,44330,387.6532128
46229,37648.5,1384.169045
46234,60156,952.4314017
46235,45983,377.4672223
46236,111239.3333,1866.583898
46237,96107.5,2060.862533
46240,86438.25,2144.363512
46241,43132.8,3555.173517
46254,63017.66667,2237.641239
46256,85241.33333,2342.407627
46260,34187.5,1816.139602
46268,35187.5,1489.199348
46278,103936,243.5868373
46303,64168,207.2581666
46304,103045.25,1716.788312
46307,88440.25,2954.985169
46311,84288,563.5688042
46312,40198,1634.708764
46319,90632,324.6790892
46320,13375,513.0902453
46321,85829,136.3953077
46322,77704.33333,1219.002441
46323,54115,1130.649124
46324,60907.33333,602.7734665
46341,100910,491.0306795
46342,60868.5,541.9733915
46346,75941,316.014574
46347,65924,470.0799045
46349,63208,430.4140402
46350,46878,2815.482956
46356,75115.5,1863.676091
46360,56124.88889,3968.89017
46366,50835,291.6229804
46368,59247.75,2839.902541
46371,84160,155.2204095
46375,70289.5,1777.428631
46383,72021.5,1808.790448
46385,89635,1008.905366
46392,70390,513.5775211
46394,56375.66667,2165.37213
46402,27022,275.2409305
46403,68897,423.549535
46404,28661,304.9175461
46405,39183.5,1416.550503
46406,42560.66667,429.784493
46407,29476.33333,795.2422737
46408,53789,486.6679077
46409,40983,194.3887092
46410,62578,2000.405126
46501,59314,1217.75862
46506,73850,586.6725995
46507,68996,511.5779315
46510,67487,193.0575292
46511,92938,161.8916975
46514,39074,549.9563439
46516,45749.8,4047.874955
46517,50498,999.0870042
46526,61624.5,1658.829384
46528,58693,208.2258343
46530,106990,580.0631962
46534,60292,315.8188538
46536,57497,1481.350568
46538,66067,187.6898352
46540,71053,222.5482606
46542,63352,306.5459865
46544,48767,474.0357242
46545,67909.33333,1697.599145
46550,76984,283.8224017
46553,49042,330.5253405
46555,62677,659.973767
46561,92070,250.9145225
46563,52815,440.4761596
46567,51342,835.673269
46573,70542,1499.926944
46580,80182,4092.463629
46582,57754,190.2926327
46601,55724,330.7837508
46614,55568,2572.209659
46615,44972,420.8795317
46617,40690,876.7382728
46619,56639,3494.40968
46628,34967,1301.503549
46635,83488,396.4795359
46637,59131.33333,1010.894035
46701,53543,368.3156294
46703,58261,442.1127334
46706,56803,117.3969758
46711,37924,199.9904753
46714,48832.33333,1958.642751
46721,48579,265.0263512
46723,74624,1800.620623
46725,74034.33333,509.1018248
46733,55282,560.9125243
46737,82466.5,558.2399143
46738,63926,388.1461841
46750,50354,2057.199219
46755,52749,181.4885031
46761,60139.6,1833.933281
46764,42963,82.32995096
46765,80070,312.355834
46767,48507.5,1251.819825
46772,66969,839.1342732
46773,53734.5,510.5170209
46774,70760,282.0225178
46785,47415,106.69614
46792,40463,258.7254112
46793,53391,1038.493796
46796,61530,1068.26573
46797,76543,117.0265265
46802,39632,1724.121782
46803,33007,630.3722941
46804,99062.5,763.7554018
46805,47669,689.3040592
46806,37703,2147.319164
46807,70862,520.3468188
46808,38174.33333,1714.765707
46809,46089,321.3911532
46814,125710,901.5304604
46815,71403,1258.081167
46816,37086,281.6281706
46818,65961,1246.530805
46825,45540,2927.512556
46835,66135.25,2361.465899
46845,115995,184.1127045
46901,50333.33333,4868.834366
46910,56631,626.9002874
46914,56208.33333,1314.801414
46923,64295,996.465506
46926,65838,189.8564042
46928,51318,536.4402751
46929,52599.5,890.7711734
46931,49404,170.3255194
46936,67625,232.6259052
46947,58352.25,1397.471865
46952,31383.5,654.522961
46953,42028,8701.600807
46962,47180,199.3941268
46970,39086.5,419.8837465
46975,59449.5,1059.386099
46978,64887,192.2587092
46979,86462,203.1539269
46986,61338.33333,1150.169341
46987,58019,667.603097
46989,71678,158.3583783
46992,45631.5,633.2491356
46996,57984,236.528661
47001,46514.5,1577.758312
47016,58669.5,464.879251
47024,57570,323.5856152
47025,66194,509.539226
47040,55514,172.5584255
47041,69885,559.2821681
47042,49908,1244.491821
47043,65331,230.4167762
47102,35116,240.5285626
47106,84974,673.8204806
47108,36973,40.63273618
47111,41306,536.2246971
47117,62809.5,1928.961064
47119,87669.5,355.5486337
47122,107628,301.3457739
47124,82258,627.5602585
47129,45282,812.0056502
47130,73876.16667,1239.982276
47137,55627,774.1347242
47138,42868,163.9602351
47140,52148,322.121645
47145,47364,123.1942191
47150,51673.16667,2619.555394
47166,43586,51.26563463
47167,48652.5,616.2704795
47172,66080,1254.312733
47201,70303.75,13195.3526
47220,68072.5,1435.650942
47240,60029.66667,948.162727
47245,66228,255.0568178
47246,56845,2107.912404
47250,57103.33333,2055.829494
47260,39698,149.0948681
47265,51852.5,1184.319848
47274,44165,910.5952555
47302,35824.75,2394.150506
47303,85028,175.4208201
47304,34477.5,2407.224212
47305,30409,308.6156563
47327,45281.5,307.5232703
47330,53080,346.8209021
47331,52241.33333,452.651296
47334,80646,145.1910333
47341,45717,262.2942619
47346,54834.5,1261.245399
47348,45256,1403.887901
47351,44563,300.5905394
47355,57417,243.1585939
47362,54880.25,2054.028091
47369,39091,211.0241622
47371,65989,227.1568247
47373,58630,283.3558766
47374,37676.25,2749.339361
47380,63877,221.3193576
47387,62402.5,421.3169914
47390,39858,1177.352632
47394,29430,358.283764
47396,59120,2286.247205
47401,52862.4,1629.9412
47403,48189.5,1856.255443
47404,19581,224.390576
47408,83795.25,1417.038993
47421,46885,694.140735
47424,63985,596.214616
47429,65364,562.7397777
47432,37007,402.4887378
47441,63248.33333,1364.621518
47446,36716,404.7485495
47454,67867,194.060149
47455,50881,209.0921647
47462,84469.5,1898.882424
47464,38444,62.32979236
47501,51127.66667,1378.521267
47512,63607,24.06528705
47516,41661,231.9913681
47529,60390,156.2908106
47532,51358,364.420942
47542,61801,382.4471554
47545,74839,155.4223772
47546,61539,1615.273213
47551,72262,196.7216675
47567,52740,324.7594599
47581,62983,191.6245969
47586,51707.5,1443.141697
47591,39636,6675.618599
47601,57012.5,1894.696071
47611,52700,121.0291703
47619,71051,117.0906544
47620,65780,268.3884746
47630,69831.6,2928.995002
47633,59332.5,1454.12316
47634,65362,1043.576795
47648,52738,288.9919539
47649,48294,183.296373
47670,49989.33333,1751.278893
47708,49827,205.0898379
47710,34823,802.4382423
47711,52499.16667,3025.735379
47712,53947.33333,744.3334956
47713,33376,930.7595445
47714,47172.25,1025.938026
47715,44032.66667,3292.336298
47720,92450,172.1219366
47802,70059.2,2620.852701
47803,45620,509.3493599
47804,40065.33333,1323.254081
47805,61807,2049.6498
47807,36859,186.9943665
47834,44255.5,2656.716814
47842,59759.5,1001.729057
47855,43715,457.74493
47859,50350,199.9873041
47872,83268,87.06162821
47874,42532,225.3600089
47882,39261,1863.657547
47885,75643.5,221.2271564
47904,33033,1704.163469
47905,68517.75,1405.979011
47906,62453.33333,2197.072849
47909,59923,3893.925684
47918,36560,191.2608705
47920,94781,314.7767684
47923,82844,258.1819699
47926,84247,254.0542277
47928,64679,285.6553925
47932,64549,920.3581306
47933,53723.5,2428.687206
47941,83183,712.3878691
47946,54535.5,1090.221145
47951,57019.5,799.6357798
47954,57055,240.9917553
47959,44863,368.5874895
47960,70270.5,295.4854972
47971,53460.5,488.1523795
47977,73122,288.3853571
47978,62755,843.9642808
47987,57910,206.5894823
47991,62372,1208.04992
48001,61632.5,1262.749694
48006,72520,282.7854122
48009,127330.6667,581.6207312
48015,57947,35612.32299
48017,79463.5,712.3183255
48021,48422.16667,10640.97193
48022,70567,488.5393753
48023,67316.5,482.1408301
48025,100432.5,757.9729419
48026,63644,377.0452335
48030,38950,576.0542777
48034,60029,822.956792
48035,53019.5,2649.182434
48036,85328,736.1197639
48038,65727,1764.796698
48040,51945,2875.01593
48041,74963,362.0157376
48042,101570,961.1842872
48043,54435.75,1167.692552
48044,85085.5,2265.338368
48045,80649,295.2145996
48047,86745.75,1280.49812
48048,69441.5,1519.489773
48054,75597,983.6795563
48059,73762,447.1806713
48060,51410.8,1807.352813
48062,58242.33333,2086.221509
48065,118613,58.02682579
48066,50826.71429,2916.120097
48067,93706,119.0563563
48070,130922,697.9047777
48071,58149.33333,4081.282063
48072,72531,490.741655
48073,81482.25,1487.548027
48074,79290.5,1047.627581
48075,71123.25,1596.670038
48076,96985.66667,497.3592957
48080,57610.66667,1501.672611
48081,70309.33333,774.4409455
48082,64215.66667,965.7558548
48083,90721.66667,1499.861768
48085,79769,231.5876386
48088,62090,1173.278742
48089,43246.75,1628.823104
48091,38869,2284.552455
48092,64624,131.9594593
48093,63220.2,2762.141613
48094,69022,511.0163527
48098,130165,705.6201563
48101,78132.33333,1184.304526
48103,114065,2084.663913
48104,114037.4,1973.63467
48105,113764.3333,475.3859495
48108,80352,169.3276588
48111,61483.66667,1625.265151
48114,103659,542.4625978
48116,74666,139.6877688
48117,69239,231.8231367
48118,90445,413.4734395
48120,14355.5,398.3193398
48122,46432.5,537.50778
48124,61793.5,1631.10723
48125,43016.66667,1161.373016
48126,28943.5,2400.366991
48127,60335,1725.48279
48128,76920,190.5885869
48130,121875.5,623.6885436
48131,53005,1159.655514
48133,59859,247.8606921
48134,71062,216.4223365
48135,62535.5,1688.434016
48138,78148,141.7926193
48141,47591.4,2039.82939
48143,100197.6667,1024.529131
48144,56555,295.1528823
48146,47273.4,2316.597188
48150,72249.5,448.0101866
48152,85549.75,1379.399352
48154,82074.6,1558.678395
48160,69398.5,214.0223524
48161,63861.16667,1719.419365
48162,58531,981.3007092
48164,72351.5,592.0204786
48165,96474,1177.796079
48167,100309.6667,1016.605141
48168,96915,928.8821266
48169,101224,185.0911135
48170,93479,1663.833476
48173,73379.5,1142.515935
48174,67031.25,1442.215122
48176,106222,2538.142044
48178,69243,603.8724327
48180,46429.57143,3063.133106
48182,80307.5,611.7621017
48183,66824.6,5923.581339
48184,49762.5,1146.786975
48185,61042,3011.781332
48186,32041,816.5850126
48187,96024.6,1149.148049
48188,112706,477.4577258
48189,80383.5,909.2825197
48192,59568,987.5268667
48193,45111,235.4551131
48195,52690.66667,1057.220493
48197,30912.5,2147.175594
48198,56058,2295.273611
48201,24946,1509.472901
48202,45315.5,298.7816961
48203,27859.4,1027.782441
48204,25904.2,772.1571655
48205,40058.57143,1022.843947
48206,35203.5,193601.8334
48207,28791.75,2557.121564
48208,52248,422.512431
48209,34131.25,850.5565568
48210,35740.33333,1387.269445
48211,24270,949.404536
48212,32291.5,842.0351777
48213,34869.25,906.2674167
48214,32786.83333,1481.00853
48215,30112,128.5272746
48217,38572,313.2510947
48218,20158.33333,487.8789159
48219,38481.5,2306.613983
48220,55932.5,7792.592331
48221,45623.2,1322.596241
48223,44356.25,731.3654421
48224,33363.66667,2435.245235
48225,73394.5,302.8802205
48227,31837.55556,2111.166253
48228,37240.5,3982.659315
48229,41746,1046.69268
48230,98088,190.9506198
48234,37756,1870.317365
48235,38416.28571,2754.716751
48236,106212.4444,2498.981862
48237,55395.5,2064.967767
48238,33023.8,1637.361145
48239,56469.8,1855.151749
48240,42648,650.5423088
48301,135005,130.6553291
48302,125233,753.1262232
48304,141702,265.4754915
48306,122765.8,1125.438784
48307,60927.2,3036.249746
48309,88803,399.4490877
48310,66544.25,727.6267502
48312,62363.25,3246.115037
48313,68229.25,28600.45322
48314,48557,193.9287938
48316,71191,1592.835224
48317,97231,350.2476468
48320,56428,921.4262325
48322,114712.5,410.0730998
48323,109418.6667,1004.380821
48324,111958.5,632.5654186
48326,61089.33333,2084.853463
48327,66349,149.0258517
48328,50445.66667,2865.083403
48329,85904.4,1548.985255
48334,115333,1036.603012
48335,89419,1957.647038
48336,62558.5,2492.470386
48340,60706,718.0329146
48341,98214,189.2576202
48342,39058,457.6207265
48346,62495.5,2015.505522
48348,95159.66667,1124.801973
48353,85260,281.4147137
48356,85743,383.4122737
48357,64434.5,795.5384786
48360,88905,1158.42679
48362,134507,170.2175208
48371,90897.66667,2287.728898
48375,105927.3333,1417.345349
48377,58770.5,1124.042133
48381,71972,264.5237708
48382,101058.5,424.9351259
48383,89740.5,752.6903912
48390,55204,320.5190616
48393,114675,293.4739669
48413,44783,1181.692551
48415,58585,407.8827741
48416,57486,1178.809891
48419,25188.5,324.3534166
48420,58560.5,588.1448867
48422,48070,281.3211597
48423,79261.25,1189.937409
48427,54041,779.7018488
48428,75652,205.4183935
48429,43638,380.9909861
48430,93412,229.356387
48433,53108,2144.111494
48439,57134.5,2205.708456
48441,43363,262.4235421
48442,75694,401.6817833
48444,53381,1482.351197
48445,46142,569.8107864
48446,60339.33333,1997.481573
48451,73349,1224.608138
48453,59928,291.0253253
48457,55985.5,1300.981059
48458,48861,473.1784883
48460,61437,201.1242643
48461,57353,285.4161889
48463,59511.33333,635.206463
48473,65953.5,1084.880706
48475,63075,146.6930059
48503,34694,1131.344272
48504,33984.2,2412.812549
48505,25116.8,1230.739543
48506,38412.5,1657.982162
48507,44686.5,1108.354723
48509,61841,411.1419487
48519,44565,978.5337997
48529,47553,210.0930093
48532,51350,1635.196896
48601,37040.8,16253.89294
48602,46076.8,1884.859115
48603,63477.25,3007.010536
48607,23076,112.6613333
48609,64778,779.4666561
48611,64412,298.0879115
48612,47477,1143.186377
48616,55598.5,282.5885057
48617,27267,344.2920782
48622,46727.5,1589.305115
48624,40324,359.783296
48629,49290.33333,1235.765293
48634,42682,281.0135298
48637,64336,314.7866351
48638,40606,685.0901221
48640,59391.6,2393.4836
48642,68874.5,783.781504
48647,36893,243.0599314
48650,66695,295.1887789
48653,50988,719.044821
48656,29893,248.6514603
48657,57139.5,508.048446
48658,38884,335.6511412
48659,48781.5,492.9846848
48661,43606.66667,1688.176336
48706,44979.33333,1406.555322
48708,44752.75,1717.476464
48722,54632,238.2891018
48732,76763,124.9904797
48734,71957,765.4679607
48739,42260,306.2205668
48741,55677,298.4575635
48742,42117,237.325628
48744,47483,349.8797396
48746,50008,345.8929542
48750,47322,944.6359899
48755,47215.5,600.6095818
48759,51847,511.3838038
48763,51443,936.8416542
48767,50955,379.286801
48768,68338,1056.523452
48770,46226,368.4897059
48801,37066,418.8515564
48806,49994,280.4571803
48808,40993,254.758087
48809,54233.5,447.1762433
48813,74298,181.7861799
48815,59739,1752.94339
48817,46656,1130.043247
48819,0,0
48820,85537,756.2661719
48821,72846,122.2579225
48823,48868.71429,2061.914708
48827,57368,1177.09174
48831,43686,755.3037399
48835,82243,257.9518433
48836,78232,845.9831417
48837,69323.75,631.9950213
48838,50510.5,598.1721917
48842,55421.5,1247.089395
48843,81128.8,2135.182342
48846,62883,268.917331
48848,72311.5,373.3481591
48849,64010,261.5885403
48854,65714,1352.45908
48855,114686,237.3501025
48858,42605.25,2417.366876
48864,85070.66667,1887.933841
48867,41553,1703.062396
48872,75202,166.8836061
48875,83401,313.6803816
48879,55090,300.7876222
48880,34408,192.5586323
48884,46980,1673.7495
48885,30963,317.156772
48888,42932,287.3925237
48890,60436.5,1044.287006
48891,51830,1126.261981
48896,54447,295.7871488
48906,36132,521.236399
48910,45903.16667,4453.154584
48911,38780.5,2454.223247
48912,33420.5,963.8073203
48915,34684,126.7254758
48917,68315,440.1468205
49001,34404.5,852.2387541
49002,42535,417.2787363
49004,72662,179.624309
49006,38503,529.3868924
49007,39626,1388.818172
49008,61060.75,1190.356679
49009,76638,295.1834054
49010,50082,501.6452348
49013,45404,1059.495119
49014,84370,479.4396849
49015,62073.8,2655.607658
49017,50894.8,2385.36948
49021,51809,428.8844772
49022,29720.25,2285.018719
49024,101101.6667,593.9564464
49026,67641,284.7531402
49028,43419,638.8818854
49030,46661,227.2624651
49031,66046,438.6829944
49032,68004,202.5898485
49036,68443.66667,704.2929224
49037,51237.5,1576.802173
49038,58515.66667,2297.809164
49046,82092,189.1882644
49047,46743,311.2595086
49048,42067.4,1958.420655
49053,58618,225.6553643
49055,88191,388.3082959
49057,55535,274.8512203
49058,62203.33333,2600.512493
49060,48802,259.8242405
49065,31430,264.7531524
49068,43426,369.720833
49072,56810,404.0191745
49076,65033,195.6274116
49078,40323,305.0517357
49079,55928.5,2083.332106
49082,59074.5,829.4985406
49083,74723,185.7237676
49084,0,0
49085,69479,270.5521699
49087,81023,410.2787727
49090,56701,1537.253209
49091,55067.5,1203.484954
49092,50633,260.4914008
49093,24242,355.4144672
49097,69767,909.5596155
49098,54300,315.9554249
49099,48207,282.3228548
49103,60076,193.6912253
49106,74888,169.0572235
49107,43074,357.7771847
49112,81201,374.1185287
49117,74046,195.8896246
49120,50247.75,3062.961618
49127,75957.5,1263.60929
49128,53091,701.9081704
49201,66200.71429,4887.192779
49202,31778,190.9218037
49203,33375.4,2875.648665
49220,55590,759.5689478
49221,64883.4,2239.643088
49224,54296.5,746.3376629
49228,59975,334.2867811
49229,63037,290.8519004
49230,67585,244.5910108
49234,75430,232.7905431
49236,67836,335.7801095
49242,34800,349.0733771
49247,51995,981.7294928
49250,47496,349.685731
49251,69346,1103.054546
49256,50383,235.2926397
49261,117686,163.0177663
49267,69272,949.850937
49269,87031,248.0562183
49270,85699,138.3542895
49271,55720,265.5553596
49274,48963,1246.283619
49304,33842.5,1298.174885
49305,44899,392.7884018
49307,44033,620.6814932
49315,64176,245.7548757
49316,72180,1020.15296
49323,81771,496.1000849
49327,52843,1635.97886
49328,60258,379.2496394
49329,44110,392.892461
49330,58203,47.26504637
49331,75628.66667,2252.480321
49340,46671.5,1105.925636
49341,76434,1793.926481
49345,55863,2737.172901
49349,41791,326.654368
49401,61596.66667,2623.200617
49404,76173,354.4455055
49405,51869,746.7722955
49406,85963,132.5566112
49412,73343,269.2495718
49415,84242,736.0305092
49417,78959.33333,1529.213858
49418,57304,2000.056565
49421,44635,485.0198005
49423,69442.75,2665.746052
49424,73470,2117.733536
49425,52742,1268.246442
49426,55531,234.1923781
49428,86838,147.7239577
49431,51841,332.8603254
49437,27885.5,1035.487499
49441,63752,1779.058971
49442,33989.6,2235.25067
49444,29471,644.5937257
49445,81467,2063.810088
49446,53243,1984.489728
49449,0,0
49451,61716,391.4519216
49454,62717,274.6564953
49456,60389,260.2547206
49457,51696,270.3815068
49464,56407,1265.816399
49503,44180.25,3059.930444
49504,53281.5,1193.186776
49505,54453.66667,2069.067078
49506,68701.66667,2340.220874
49507,46725,1348.715929
49508,80530.5,454.5798185
49509,55087,2199.564567
49519,56056,770.834822
49525,78527,213.0859153
49534,82132,629.0946047
49544,56445.66667,2838.008211
49546,75906.75,2764.243168
49548,58156.33333,1693.472876
49601,46171,1125.582873
49611,41510,113.7970509
49614,58700,224.1583769
49615,50147,274.2558883
49616,50498.5,491.717
49618,45836,525.949337
49619,38718,552.4854964
49622,60334.5,565.9435294
49629,44951.33333,1158.769677
49631,43118,788.8964866
49633,49809,141.228908
49635,49551,70.43085124
49643,48583.33333,679.4301948
49646,60070,332.6222131
49651,42285,295.9870155
49655,43294,197.8929526
49657,50507,1052.566411
49659,46327,219.4929497
49660,38298.66667,381.5193017
49664,86220,632.7967263
49684,73546,570.4641637
49685,69944,230.1896693
49686,73972.2,3762.578069
49688,54113,954.4626059
49701,42913,188.9939614
49707,54361.8,5222.123483
49709,32140,280.6261652
49712,69988.5,702.3013219
49720,49371.5,1136.46426
49721,33550,782.1709655
49735,51978.66667,2055.123656
49738,40939,1217.393238
49744,46080,279.3910913
49746,35817,240.4254667
49756,50462,174.4246514
49765,53406.4,1545.308051
49766,58212,550.0779954
49768,0,0
49769,50434.5,528.2098872
49770,56867.33333,1953.745848
49774,53175,883.0690049
49779,46864,937.0939733
49780,61215,331.8887278
49781,66430,352.1162111
49782,56784,180.0613586
49783,42050.5,597.4533526
49795,53801,804.771743
49802,46606,484.9528971
49808,72972,157.5934365
49825,54566,303.3543976
49829,26302,565.0459092
49837,58886,1510.49671
49841,56413.5,452.0147298
49847,47256,1018.963401
49849,39832,3040.277756
49855,39145.5,951.9107577
49858,45434,250.6805903
49866,72425,153.4929736
49868,42108,528.1085364
49870,66752,1610.255301
49880,52540,268.5231831
49887,51943.5,483.3455984
49905,0,0
49908,53497,338.0853177
49911,51134,148.0260471
49913,42804,1404.283382
49931,45762,1924.351318
49935,33789.5,1598.748938
49945,53563.5,467.0132414
49946,63085,170.1265739
49953,19598,529.6796578
49955,67975,175.6245644
49962,46743,1325.888328
49968,48948,180.9275306
49969,42021,129.0293534
50003,64412.5,1167.840884
50010,60589.8,2853.645495
50021,74397,193.2903419
50022,54432,30.49830328
50023,99138,3097.702146
50035,69375,695.3604709
50036,59379,1659.439629
50040,54285,205.8912878
50047,72728,1091.342918
50049,45720,253.8590832
50055,67902,355.3471118
50058,31898.5,173.7276659
50062,40988,368.7187725
50076,63588,147.4281782
50107,52011,248.3568062
50109,76433.5,1099.480808
50111,79034,286.0297115
50112,60173.5,680.9059714
50125,82979,354.413966
50126,61110,982.3527541
50129,64204.66667,2456.337467
50130,68435.5,932.1200614
50131,125510,1519.910314
50138,53371,2063.481226
50140,44099,89.26402388
50141,52398,369.0211526
50158,51841.66667,735.1350713
50160,75727,282.8481701
50163,41405,394.9169804
50168,47531,76.76396525
50170,58626,984.2958068
50174,43619.5,219.2940484
50207,66233,306.1502954
50208,73222.33333,421.7741996
50211,88513,292.3512661
50213,41203,1749.897448
50219,39467,242.9226411
50220,59763.5,248.3861748
50228,71846,1110.170851
50230,58296,147.8607279
50244,119378,1.199807992
50247,68046,587.4696077
50248,57686.5,1688.485948
50249,52814,167.8926114
50250,77269,173.3241873
50255,53769.5,267.5241164
50257,36803,32.53309688
50261,71565,275.5535633
50263,110120,835.5984236
50265,111668.3333,514.9907332
50266,84711,1493.513312
50273,41863,351.4850335
50310,77827.5,342.4383292
50312,112288.5,285.8512047
50313,46484,751.9362631
50314,35219,1312.272678
50315,69393.8,1742.30082
50316,39531.66667,2006.900176
50317,47537.66667,803.6097344
50321,63516,1729.622827
50322,92324.5,934.8018853
50324,65683,1387.818956
50327,69390,1442.363945
50401,67002.6,2088.973263
50421,48765,327.7246916
50423,56979,300.8538931
50424,59495,751.2360982
50428,68237.5,268.8864832
50441,38893,365.3506709
50450,59537,192.8607848
50452,50078,40.66505994
50456,58951,50.46394162
50459,59788,188.1207636
50461,61584,179.3557378
50466,50110.33333,415.5481977
50469,45597,65.86609751
50472,47811.5,320.1545688
50501,54656.25,1482.943202
50510,58829,409.5816937
50511,60021,234.0932646
50518,52144,54.16474096
50533,57280.33333,1125.690208
50535,74077,133.1951805
50536,78522,94.6938093
50541,39614.5,166.0260481
50543,62490,133.3291054
50548,58741,2206.925063
50574,57941,816.2636324
50575,42422,52.29787679
50588,49700,275.9895447
50590,82452.5,804.5043231
50597,39399,19.33312888
50602,61836,352.3842817
50606,53482,363.920069
50613,77382.4,2063.473943
50616,58935.66667,1483.380159
50622,47843,212.4961964
50627,58159,245.7585114
50629,63804,199.2254968
50632,64301.5,772.455516
50635,60541,215.4902393
50638,64870.5,970.360113
50644,70634,187.656913
50647,71662,394.6474028
50648,58402,355.0865122
50658,73642,115.3301279
50668,64131,192.4245678
50669,61575,408.8796526
50670,59720,936.7604831
50676,67343,629.8725943
50701,69801.5,795.0189409
50702,51160,1012.787615
50703,53891.75,1514.135216
50801,38778,239.1228184
50830,55255,671.2412129
50833,70139,114.7615909
50841,52495,673.608058
50853,43003,101.1960724
50859,65864.5,328.6177337
51001,45577,280.8909339
51003,72202,182.5583423
51004,42507,30.86557397
51012,55162,2011.392913
51024,84712.5,1266.840005
51025,59468,415.7195451
51039,77747,200.5566983
51040,44572.66667,1215.828693
51041,74319,1072.350771
51046,68601,459.670095
51054,83593,641.7863296
51055,65449.33333,1335.357858
51060,47530,193.2603592
51103,49460,1796.813926
51104,83335.5,1479.68083
51105,37901,499.6909104
51106,51799,902.204998
51240,103589,111.0242131
51243,54713,131.2607183
51245,66102,849.2260493
51246,65262,772.9316618
51249,52404,347.5895137
51250,74211,1467.847477
51301,71963.5,417.3848389
51334,46759,270.1882118
51346,46332,270.3939279
51347,94797,159.4894862
51357,46965,135.4271142
51358,60514,217.7595335
51360,89668,229.5204275
51401,57346,287.6275968
51445,50037,314.5183383
51449,43333,341.9547073
51450,58253,194.4926958
51454,49675,271.3248868
51455,60442,657.8706194
51458,62156,642.3757373
51467,53876,251.1893967
51501,48514.8,1992.518883
51503,60345.4,3138.322297
51521,64656,370.6851003
51526,81049,233.0847934
51528,45800,207.8925545
51534,64637,179.7602088
51537,59218,1140.650959
51540,67155,632.2381134
51544,51952,219.7580776
51546,52517,457.5436694
51557,21702,36.33226667
51560,75010,104.6606485
51573,79958,122.4960531
51601,85523,271.3185056
51637,55263,617.9148934
51652,62871,153.4585526
52001,48821.85714,3290.255619
52003,58266,384.9569255
52031,61624,321.5186285
52032,62414,34.1315697
52033,52284,463.246051
52035,58324.5,343.817445
52040,60906,372.0146428
52041,75384.5,1071.022021
52042,53902,71.49739879
52045,67941,334.9872327
52049,56183,19.06615374
52052,49218,768.5096539
52057,55847.5,166.8286124
52060,73326,152.2584874
52064,56661,1055.521328
52068,95661,761.4453216
52069,38409,31.2655922
52101,77761.5,317.7797301
52132,50591,93.131027
52136,69830,122.7279713
52141,51077,243.656728
52142,60697.5,381.4117923
52151,48611,58.73161595
52159,58906,337.3546196
52172,59196,158.1595565
52175,54544,795.7311926
52201,66555.5,205.8553779
52206,70506,195.7238858
52208,63527.5,958.9018019
52213,84851,203.6872871
52216,84083,158.2854077
52223,56667,121.5926068
52240,54576.75,20331.54488
52241,43107,2299.308611
52246,73260,1070.18215
52248,68718.5,1130.650307
52301,53727,658.3747376
52302,88828.5,1226.265216
52310,69202,308.5799387
52316,53736,302.6909059
52317,80156,2875.786498
52318,44556,28.99933329
52322,80243,85.26122674
52323,52240,125.5947749
52339,62950,162.2583791
52344,68654,150.7246118
52347,71185,22.09885992
52349,69061,287.4188108
52353,44321,43.29879039
52356,63935,311.0527207
52362,60598,197.1937059
52401,44802,469.6723775
52402,61529.5,740.0358596
52403,78666.75,2390.258213
52404,88226.2,1940.024157
52405,55105.33333,846.3388865
52411,106487.3333,1772.280445
52501,52727.8,1904.815066
52531,55573,326.2219099
52537,52793,293.5889603
52544,59963,2654.110326
52556,33903,391.9217349
52561,40687,245.8927657
52565,76178,125.8623807
52567,56939,85.79605851
52572,38044,15.23255888
52577,50139.33333,1206.819736
52601,48904.25,1100.290886
52625,59127,811.0299507
52627,48354.5,595.4976864
52632,40523,207.6931578
52637,44233,170.160768
52640,62736,208.2595644
52641,48686.5,1125.092464
52649,51271,331.2192951
52653,52841,396.2865342
52654,41586,193.7275277
52655,51090,1065.533208
52659,83223,233.7195566
52722,92486,683.2660124
52730,65762,2618.61817
52732,49722.5,565.5143049
52742,92570,134.858572
52746,84138,50.09556643
52747,67684,26.46535329
52750,93468,155.0903124
52753,100527,175.9889081
52754,82957,168.2888913
52755,76147,1774.873366
52756,95360,70.65937242
52761,58733.5,2537.330297
52772,60411,1344.919426
52802,27199,274.5902215
